Repo,Owners,Rule Type,Severity,Message,Matched Files
inbox-replyai-settings-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
inbox-replyai-settings-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
inbox-replyai-settings-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
inbox-replyai-settings-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
inbox-replyai-settings-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
inbox-v2,@guestyorg/okta-communication,Detect files,Error,Forbidden files detected in the project,"firebase.json, .firebaserc"
inbox-v2,@guestyorg/okta-communication,Detect files,Warning,Babel is not recommended. Please migrate to Orbis,babel.config.js
inbox-v2,@guestyorg/okta-communication,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
inbox-v2,@guestyorg/okta-communication,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.json, .eslintignore"
inbox-v2,@guestyorg/okta-communication,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
inbox-v2,@guestyorg/okta-communication,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
inbox-v2,@guestyorg/okta-communication,Require files,Warning,pnpm-lock.yaml is missing,
inbox-v2,@guestyorg/okta-communication,Require files,Warning,pnpm-workspace.yaml is missing,
inbox-v2,@guestyorg/okta-communication,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Require files,Warning,pnpm-lock.yaml is missing,
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Require files,Warning,pnpm-workspace.yaml is missing,
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
inbox-whatsapp-connection-page,@guestyorg/okta-communication,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
journal-entries-report-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
journal-entries-report-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
journal-entries-report-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
journal-entries-report-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
journal-entries-report-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
journal-entries-report-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
journal-entries-report-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
journal-entries-report-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
liability-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
liability-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
liability-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
liability-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
liability-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Require files,Warning,pnpm-lock.yaml is missing,
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Require files,Warning,pnpm-workspace.yaml is missing,
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
lite-airbnb-onboarding-page,"@guestyorg/okta-airbook
@guestyorg/okta-starlite",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
lite-airbnb-page,@guestyorg/okta-airbook,Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
lite-airbnb-page,@guestyorg/okta-airbook,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
lite-airbnb-page,@guestyorg/okta-airbook,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
lite-airbnb-page,@guestyorg/okta-airbook,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
lite-airbnb-page,@guestyorg/okta-airbook,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
lite-airbnb-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-lock.yaml is missing,
lite-airbnb-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-workspace.yaml is missing,
lite-airbnb-page,@guestyorg/okta-airbook,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
lite-airbnb-page,@guestyorg/okta-airbook,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
lite-listings-page,@guestyorg/okta-airbook,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
lite-listings-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-lock.yaml is missing,
lite-listings-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-workspace.yaml is missing,
lite-listings-page,@guestyorg/okta-airbook,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
lite-registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,cypress/.eslintrc
lite-registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
lite-registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
lite-registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
lite-registration-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
lite-subscription-page,@guestyorg/okta-starlite,Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
lite-subscription-page,@guestyorg/okta-starlite,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
lite-subscription-page,@guestyorg/okta-starlite,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
lite-subscription-page,@guestyorg/okta-starlite,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
lite-subscription-page,@guestyorg/okta-starlite,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
lite-subscription-page,@guestyorg/okta-starlite,Require files,Warning,pnpm-lock.yaml is missing,
lite-subscription-page,@guestyorg/okta-starlite,Require files,Warning,pnpm-workspace.yaml is missing,
lite-subscription-page,@guestyorg/okta-starlite,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
lite-subscription-page,@guestyorg/okta-starlite,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
lite-subscription-page,@guestyorg/okta-starlite,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
los-rules-ui,@guestyorg/jarvis,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
los-rules-ui,@guestyorg/jarvis,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.js, .eslintignore"
los-rules-ui,@guestyorg/jarvis,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
los-rules-ui,@guestyorg/jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
los-rules-ui,@guestyorg/jarvis,Require files,Warning,pnpm-lock.yaml is missing,
los-rules-ui,@guestyorg/jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
los-rules-ui,@guestyorg/jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
los-rules-ui,@guestyorg/jarvis,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
los-rules-ui,@guestyorg/jarvis,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
mobile-reservation-form-page,@guestyorg/okta-reservo,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
mobile-reservation-form-page,@guestyorg/okta-reservo,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
mobile-reservation-form-page,@guestyorg/okta-reservo,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
mobile-reservation-form-page,@guestyorg/okta-reservo,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
mobile-reservation-form-page,@guestyorg/okta-reservo,Require files,Warning,pnpm-lock.yaml is missing,
mobile-reservation-form-page,@guestyorg/okta-reservo,Require files,Warning,pnpm-workspace.yaml is missing,
mobile-reservation-form-page,@guestyorg/okta-reservo,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
mobile-reservation-form-page,@guestyorg/okta-reservo,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
mobile-reservation-form-page,@guestyorg/okta-reservo,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
monthly-calendar-page,@guestyorg/okta-chronos,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
monthly-calendar-page,@guestyorg/okta-chronos,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
monthly-calendar-page,@guestyorg/okta-chronos,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
monthly-calendar-page,@guestyorg/okta-chronos,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
monthly-calendar-page,@guestyorg/okta-chronos,Require files,Warning,pnpm-lock.yaml is missing,
monthly-calendar-page,@guestyorg/okta-chronos,Require files,Warning,pnpm-workspace.yaml is missing,
monthly-calendar-page,@guestyorg/okta-chronos,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
monthly-calendar-page,@guestyorg/okta-chronos,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
monthly-calendar-page,@guestyorg/okta-chronos,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-lock.yaml is missing,
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-workspace.yaml is missing,
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
multi-calendar-v3,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
notifications-widget,@guestyorg/okta-groot,Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc.js
notifications-widget,@guestyorg/okta-groot,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
notifications-widget,@guestyorg/okta-groot,Require files,Warning,pnpm-lock.yaml is missing,
notifications-widget,@guestyorg/okta-groot,Require files,Warning,pnpm-workspace.yaml is missing,
notifications-widget,@guestyorg/okta-groot,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
oauth-apps-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
oauth-apps-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
oauth-apps-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
onboarding-page,@guestyorg/groot,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
onboarding-page,@guestyorg/groot,Require files,Warning,pnpm-lock.yaml is missing,
onboarding-page,@guestyorg/groot,Require files,Warning,pnpm-workspace.yaml is missing,
onboarding-page,@guestyorg/groot,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Detect files,Error,Forbidden files detected in the project,".circleci/config.yml, .github/workflows/translate.yml"
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-lock.yaml is missing,
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-workspace.yaml is missing,
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
online-booking-solutions-landing-widget,"@guestyorg/biz-payments
@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-lock.yaml is missing,
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-workspace.yaml is missing,
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
online-booking-solutions-page,"@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
operations-widget,@guestyorg/okta-pop,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
operations-widget,@guestyorg/okta-pop,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
operations-widget,@guestyorg/okta-pop,Require files,Warning,pnpm-lock.yaml is missing,
operations-widget,@guestyorg/okta-pop,Require files,Warning,pnpm-workspace.yaml is missing,
operations-widget,@guestyorg/okta-pop,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
operations-widget,@guestyorg/okta-pop,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
opportunities-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
owner-1099-misc-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
owner-1099-misc-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.ts, .eslintignore"
owner-1099-misc-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
owner-1099-misc-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owner-1099-misc-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
owner-1099-misc-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
owner-1099-misc-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
owner-1099-misc-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
owner-detail-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
owner-detail-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.ts, .eslintignore"
owner-detail-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
owner-detail-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owner-detail-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
owner-detail-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
owner-detail-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
owner-detail-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
owner-portal-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
owner-portal-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.ts, .eslintignore"
owner-portal-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
owner-portal-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owner-portal-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
owner-portal-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
owner-portal-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
owner-portal-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
owner-reservation-services-widget,@guestyorg/biz-enterprise,Detect files,Error,Forbidden files detected in the project,.github/workflows/translate.yml
owner-reservation-services-widget,@guestyorg/biz-enterprise,Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc.js
owner-reservation-services-widget,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
owner-reservation-services-widget,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
owner-reservation-services-widget,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owner-reservation-services-widget,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
owner-reservation-services-widget,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
owner-reservation-services-widget,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
owner-statements-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owner-statements-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
owner-statements-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
owner-statements-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
owners-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
owners-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.ts, .eslintignore"
owners-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
owners-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owners-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
owners-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
owners-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
owners-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
owners-rate-page,@guestyorg/jarvis,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
owners-rate-page,@guestyorg/jarvis,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.js, .eslintignore"
owners-rate-page,@guestyorg/jarvis,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
owners-rate-page,@guestyorg/jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owners-rate-page,@guestyorg/jarvis,Require files,Warning,pnpm-lock.yaml is missing,
owners-rate-page,@guestyorg/jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
owners-rate-page,@guestyorg/jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
owners-rate-page,@guestyorg/jarvis,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
owners-rate-page,@guestyorg/jarvis,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
owners-reports,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
owners-reports,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
owners-reports,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
owners-reports,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
owners-reports,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
owners-reports,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
owners-reports,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
owners-reports,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
