Account ID,Account Name,Package,Segment,Active paying account,HQ type,Agent Category,Agent Name,Agent Active,Agent Created At,Agent Updated At
667045cceba67e5ba8a581db,CoolBnBs,pro,Mid-Market,true,,OPERATIONS,Weekly Operation Brief,true,"Jul 14, 2026, 12:24:35 AM","Jul 14, 2026, 12:24:35 AM"
6797aaf008ad1c127b6c4a3f,BozemanBnB,pro,Mid-Market,true,,FINANCE,Unpaid reservation tracker,true,"Jul 14, 2026, 12:18:09 AM","Jul 14, 2026, 12:18:09 AM"
6797aaf008ad1c127b6c4a3f,BozemanBnB,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jul 14, 2026, 12:16:21 AM","Jul 14, 2026, 12:16:21 AM"
6797aaf008ad1c127b6c4a3f,BozemanBnB,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 14, 2026, 12:16:04 AM","Jul 14, 2026, 12:16:04 AM"
6797aaf008ad1c127b6c4a3f,BozemanBnB,pro,Mid-Market,true,,OPERATIONS,Check-in readiness,true,"Jul 14, 2026, 12:15:48 AM","Jul 14, 2026, 12:15:48 AM"
67c97d3940e1ed4a6dae295e,Tatiana Filipa Gonçalves Silva Unipessoal Lda,pro,SMB,true,,ACCOUNTING,Monthly cancelled reservations,true,"Jul 13, 2026, 11:42:26 PM","Jul 13, 2026, 11:42:26 PM"
67c97d3940e1ed4a6dae295e,Tatiana Filipa Gonçalves Silva Unipessoal Lda,pro,SMB,true,,FINANCE,Unpaid reservation tracker,true,"Jul 13, 2026, 11:41:10 PM","Jul 13, 2026, 11:41:10 PM"
67c97d3940e1ed4a6dae295e,Tatiana Filipa Gonçalves Silva Unipessoal Lda,pro,SMB,true,,OPERATIONS,Risky reservation detector,true,"Jul 13, 2026, 11:39:16 PM","Jul 13, 2026, 11:39:16 PM"
67c97d3940e1ed4a6dae295e,Tatiana Filipa Gonçalves Silva Unipessoal Lda,pro,SMB,true,,FINANCE,Fee configuration detector,true,"Jul 13, 2026, 11:38:00 PM","Jul 13, 2026, 11:38:00 PM"
67c97d3940e1ed4a6dae295e,Tatiana Filipa Gonçalves Silva Unipessoal Lda,pro,SMB,true,,OPERATIONS,Amenity gap detector,true,"Jul 13, 2026, 11:35:25 PM","Jul 13, 2026, 11:35:25 PM"
67c97d3940e1ed4a6dae295e,Tatiana Filipa Gonçalves Silva Unipessoal Lda,pro,SMB,true,,ACCOUNTING,Advance deposit checker,true,"Jul 13, 2026, 11:33:58 PM","Jul 13, 2026, 11:33:58 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,ACCOUNTING,Monthly cancelled reservations,true,"Jul 13, 2026, 11:22:40 PM","Jul 13, 2026, 11:22:40 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,ACCOUNTING,Advance deposit checker,true,"Jul 13, 2026, 11:22:31 PM","Jul 13, 2026, 11:22:31 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,COMMUNICATIONS,Saved replies optimizer,true,"Jul 13, 2026, 11:22:03 PM","Jul 13, 2026, 11:22:03 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,OPERATIONS,Stay status reconciler,true,"Jul 13, 2026, 11:21:37 PM","Jul 13, 2026, 11:21:37 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,OPERATIONS,Weekly Operation Brief,true,"Jul 13, 2026, 11:21:01 PM","Jul 13, 2026, 11:21:01 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,FINANCE,Unpaid reservation tracker,true,"Jul 13, 2026, 11:20:46 PM","Jul 13, 2026, 11:20:46 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,COMMUNICATIONS,Negative review challenger,true,"Jul 13, 2026, 11:20:15 PM","Jul 13, 2026, 11:20:15 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,OPERATIONS,Reservation duplicate detector,true,"Jul 13, 2026, 11:19:53 PM","Jul 13, 2026, 11:19:53 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,OPERATIONS,Inquiry expiry manager,true,"Jul 13, 2026, 11:19:23 PM","Jul 13, 2026, 11:19:23 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,FINANCE,Fee configuration detector,true,"Jul 13, 2026, 11:19:10 PM","Jul 13, 2026, 11:19:10 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,OPERATIONS,Risky reservation detector,true,"Jul 13, 2026, 11:10:48 PM","Jul 13, 2026, 11:10:48 PM"
679c2d7ff6fab777ee05be5d,PMI Realty Management NW,pro,Mid-Market,true,hq_child,OPERATIONS,Calendar conflict detector,true,"Jul 13, 2026, 11:10:02 PM","Jul 13, 2026, 11:10:02 PM"
6760b6a132d244f081e68774,PMI Southeast CT,pro,Mid-Market,true,hq_child,FINANCE,Unpaid reservation tracker,true,"Jul 13, 2026, 11:09:12 PM","Jul 13, 2026, 11:09:12 PM"
6760b6a132d244f081e68774,PMI Southeast CT,pro,Mid-Market,true,hq_child,OPERATIONS,Reservation handoff brief,true,"Jul 13, 2026, 11:04:37 PM","Jul 13, 2026, 11:04:37 PM"
6760b6a132d244f081e68774,PMI Southeast CT,pro,Mid-Market,true,hq_child,ACCOUNTING,Monthly cancelled reservations,true,"Jul 13, 2026, 11:03:54 PM","Jul 13, 2026, 11:03:54 PM"
6760b6a132d244f081e68774,PMI Southeast CT,pro,Mid-Market,true,hq_child,OPERATIONS,Amenity gap detector,true,"Jul 13, 2026, 11:02:52 PM","Jul 13, 2026, 11:02:52 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,OPERATIONS,Weekly Operation Brief,true,"Jul 13, 2026, 10:12:38 PM","Jul 13, 2026, 10:12:38 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,FINANCE,Unpaid reservation tracker,true,"Jul 13, 2026, 10:12:26 PM","Jul 13, 2026, 10:12:26 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,OPERATIONS,Translation gap filler,true,"Jul 13, 2026, 10:12:18 PM","Jul 13, 2026, 10:12:18 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,FINANCE,Tax Configuration Audit,true,"Jul 13, 2026, 10:12:04 PM","Jul 13, 2026, 10:12:04 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,OPERATIONS,Stay status reconciler,true,"Jul 13, 2026, 10:11:57 PM","Jul 13, 2026, 10:11:57 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,COMMUNICATIONS,Saved replies optimizer,true,"Jul 13, 2026, 10:11:32 PM","Jul 13, 2026, 10:11:32 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,OPERATIONS,Review to task dispatcher,true,"Jul 13, 2026, 10:11:17 PM","Jul 13, 2026, 10:11:17 PM"
6566138da6aaa15054eb403a,Aval Property Experience LLC,pro,SMB,true,,COMMUNICATIONS,Review response drafter,true,"Jul 13, 2026, 10:11:09 PM","Jul 13, 2026, 10:11:09 PM"
